Date : 2022-11-29 14:36:26
Directory : c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic
Total : 622 files,  2014774 codes, 100 comments, 1180 blanks, all 2016054 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\dim.js       | JavaScript |         22 |          0 |          1 |         23 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\dim7.js      | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\index.js     | JavaScript |         86 |          0 |          2 |         88 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\m11.js       | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\m6.js        | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\m69.js       | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\m7.js        | JavaScript |         32 |          0 |          1 |         33 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\m7b5.js      | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\m9.js        | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\madd9.js     | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\maj11.js     | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\maj13.js     | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\maj7#5.js    | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\maj7.js      | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\maj7b5.js    | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\maj9.js      | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\major.js     | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\minor.js     | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\mmaj11.js    | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\mmaj7.js     | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\mmaj7b5.js   | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\mmaj9.js     | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\sus2.js      | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\sus2sus4.js  | JavaScript |         22 |          0 |          1 |         23 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\B\sus4.js      | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\11.js       | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\13.js       | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\5.js        | JavaScript |         18 |          0 |          1 |         19 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\6.js        | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\69.js       | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\7#9.js      | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\7.js        | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\7b5.js      | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\7b9.js      | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\7sus4.js    | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\9#11.js     | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\9.js        | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\9b5.js      | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\add9.js     | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\alt.js      | JavaScript |         22 |          0 |          1 |         23 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\aug.js      | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\aug7.js     | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\aug9.js     | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\dim.js      | JavaScript |         22 |          0 |          1 |         23 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\dim7.js     | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\index.js    | JavaScript |         86 |          0 |          2 |         88 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\m11.js      | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\m6.js       | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\m69.js      | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\m7.js       | JavaScript |         32 |          0 |          1 |         33 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\m7b5.js     | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\m9.js       | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\madd9.js    | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\maj11.js    | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\maj13.js    | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\maj7#5.js   | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\maj7.js     | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\maj7b5.js   | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\maj9.js     | JavaScript |         29 |          0 |          1 |         30 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\major.js    | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\minor.js    | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\mmaj11.js   | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\mmaj7.js    | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\mmaj7b5.js  | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\mmaj9.js    | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\sus2.js     | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\sus2sus4.js | JavaScript |         22 |          0 |          1 |         23 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\Bb\sus4.js     | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\11.js       | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\13.js       | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\5.js        | JavaScript |         18 |          0 |          1 |         19 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\6.js        | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\69.js       | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\7#9.js      | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\7.js        | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\7b5.js      | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\7b9.js      | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\7sus4.js    | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\9#11.js     | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\9.js        | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\9b5.js      | JavaScript |         22 |          0 |          1 |         23 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\add9.js     | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\alt.js      | JavaScript |         22 |          0 |          1 |         23 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\aug.js      | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\aug7.js     | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\aug9.js     | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\dim.js      | JavaScript |         22 |          0 |          1 |         23 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\dim7.js     | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\index.js    | JavaScript |         86 |          0 |          2 |         88 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\m11.js      | JavaScript |         29 |          0 |          1 |         30 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\m6.js       | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\m69.js      | JavaScript |         23 |          0 |          1 |         24 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\m7.js       | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\m7b5.js     | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\m9.js       | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\madd9.js    | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\maj11.js    | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\maj13.js    | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\maj7#5.js   | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\maj7.js     | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\maj7b5.js   | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\maj9.js     | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\major.js    | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\minor.js    | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\mmaj11.js   | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\mmaj7.js    | JavaScript |         29 |          0 |          1 |         30 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\mmaj7b5.js  | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\mmaj9.js    | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\sus2.js     | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\sus2sus4.js | JavaScript |         18 |          0 |          1 |         19 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C#\sus4.js     | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\11.js        | JavaScript |         29 |          0 |          1 |         30 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\13.js        | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\5.js         | JavaScript |         18 |          0 |          1 |         19 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\6.js         | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\69.js        | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\7#9.js       | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\7.js         | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\7_G.js       | JavaScript |         19 |          0 |          1 |         20 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\7b5.js       | JavaScript |         23 |          0 |          1 |         24 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\7b9.js       | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\7sus4.js     | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\9#11.js      | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\9.js         | JavaScript |         31 |          0 |          1 |         32 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\9b5.js       | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\_E.js        | JavaScript |         19 |          0 |          1 |         20 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\_F.js        | JavaScript |         18 |          0 |          1 |         19 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\_G.js        | JavaScript |         20 |          0 |          1 |         21 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\add9.js      | JavaScript |         22 |          0 |          1 |         23 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\alt.js       | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\aug.js       | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\aug7.js      | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\aug9.js      | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\dim.js       | JavaScript |         22 |          0 |          1 |         23 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\dim7.js      | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\index.js     | JavaScript |         94 |          0 |          2 |         96 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\m11.js       | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\m6.js        | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\m69.js       | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\m7.js        | JavaScript |         30 |          0 |          1 |         31 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\m7b5.js      | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\m9.js        | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\madd9.js     | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\maj11.js     | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\maj13.js     | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\maj7#5.js    | JavaScript |         22 |          0 |          1 |         23 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\maj7.js      | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\maj7b5.js    | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\maj9.js      | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\major.js     | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\minor.js     | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\mmaj11.js    | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\mmaj7.js     | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\mmaj7b5.js   | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\mmaj9.js     | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\sus2.js      | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\sus2sus4.js  | JavaScript |         21 |          0 |          1 |         22 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\C\sus4.js      | JavaScript |         27 |          0 |          1 |         28 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\11.js        | JavaScript |         28 |          0 |          1 |         29 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\13.js        | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\5.js         | JavaScript |         18 |          0 |          1 |         19 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\6.js         | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\69.js        | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\7#9.js       | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\7.js         | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\7b5.js       | JavaScript |         24 |          0 |          1 |         25 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\7b9.js       | JavaScript |         25 |          0 |          1 |         26 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\7sus4.js     | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\9#11.js      | JavaScript |         26 |          0 |          1 |         27 |
| c:\Users\antka\OneDrive\Documents\Final Project\PeaceofMusic\server\data\Chords\guitar\chords\D\9.js         | JavaScript |         27 |          0 |          1 |         28 |
